n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
1350.0	852.640164354	140.0	-140.0	0.0	0.0	0.0	232.0	1000.0	47.0	1311.0
1351.0	693.585415206	185.0	-185.0	0.0	0.0	0.0	243.0	1000.0	57.0	1356.0
1352.0	489.662483343	259.0	-259.0	0.0	0.0	0.0	232.0	1000.0	52.0	1359.0
1353.0	253.950394441	331.0	-331.0	0.0	0.0	0.0	345.0	1000.0	47.0	1243.0
1354.0	1.63362745323	372.0	-372.0	6.0	7.0	5.0	589.0	861.0	4.0	1093.0
1355.0	-250.971365041	400.0	-400.0	0.0	0.0	102.0	994.0	551.0	0.0	772.0
1356.0	-487.469585127	377.0	-377.0	0.0	77.0	265.0	1000.0	289.0	0.0	420.0
1357.0	-692.452998538	333.0	-333.0	6.0	162.0	816.0	1000.0	166.0	0.0	45.0
1358.0	-852.508819215	269.0	-269.0	0.0	488.0	1000.0	983.0	75.0	0.0	-247.0
1359.0	-957.104334838	213.0	-213.0	124.0	1000.0	1000.0	621.0	75.0	0.0	-670.0
1360.0	-999.289472641	98.0	-98.0	803.0	1000.0	1000.0	443.0	71.0	38.0	-1110.0
1361.0	-976.169669943	-39.0	39.0	1000.0	1000.0	1000.0	340.0	71.0	0.0	-1239.0
1362.0	-889.116214117	-104.0	104.0	1000.0	1000.0	1000.0	329.0	71.0	38.0	-1244.0
1363.0	-743.698133536	-150.0	150.0	1000.0	1000.0	1000.0	383.0	71.0	38.0	-1217.0
1364.0	-549.337870928	-200.0	200.0	1000.0	1000.0	1000.0	448.0	75.0	43.0	-1182.0
1365.0	-318.711173181	-258.0	258.0	1000.0	1000.0	1000.0	437.0	71.0	38.0	-1191.0
1366.0	-66.9286871083	-337.0	337.0	1000.0	1000.0	1000.0	551.0	71.0	38.0	-1137.0
1367.0	189.448482061	-397.0	397.0	673.0	1000.0	1000.0	675.0	75.0	0.0	-945.0
1368.0	433.495519132	-400.0	400.0	189.0	1000.0	1000.0	908.0	111.0	0.0	-578.0
1369.0	649.041845143	-368.0	368.0	65.0	558.0	1000.0	1000.0	158.0	43.0	-275.0
1370.0	821.74640863	-328.0	328.0	6.0	162.0	760.0	1000.0	250.0	0.0	116.0
1371.0	940.058600932	-247.0	247.0	0.0	69.0	209.0	1000.0	464.0	0.0	567.0
1372.0	996.000000128	-128.0	128.0	0.0	0.0	102.0	805.0	726.0	47.0	882.0
1373.0	985.713465714	-30.0	30.0	6.0	7.0	5.0	356.0	1000.0	57.0	1288.0
1374.0	909.741114824	113.0	-113.0	0.0	0.0	0.0	172.0	1000.0	47.0	1353.0
1375.0	773.010453363	173.0	-173.0	0.0	0.0	0.0	118.0	1000.0	47.0	1394.0
1376.0	584.527258354	242.0	-242.0	0.0	0.0	0.0	118.0	1000.0	47.0	1394.0
1377.0	356.793435501	311.0	-311.0	0.0	0.0	0.0	172.0	1000.0	47.0	1353.0
1378.0	104.986694949	374.0	-374.0	0.0	0.0	0.0	232.0	1000.0	47.0	1311.0
1379.0	-154.044765553	400.0	-400.0	0.0	0.0	0.0	464.0	992.0	52.0	1226.0
1380.0	-402.906435714	400.0	-400.0	0.0	0.0	51.0	935.0	638.0	0.0	861.0
1381.0	-624.825762132	400.0	-400.0	0.0	69.0	260.0	1000.0	329.0	0.0	458.0
1382.0	-804.786070117	378.0	-378.0	0.0	155.0	862.0	1000.0	158.0	0.0	33.0
1383.0	-930.549278897	288.0	-288.0	58.0	643.0	1000.0	978.0	79.0	0.0	-364.0
1384.0	-993.497352831	188.0	-188.0	326.0	1000.0	1000.0	681.0	71.0	38.0	-770.0
1385.0	-989.234054614	65.0	-65.0	1000.0	1000.0	1000.0	497.0	71.0	38.0	-1162.0
1386.0	-917.904281691	-73.0	73.0	1000.0	1000.0	1000.0	454.0	79.0	0.0	-1176.0
1387.0	-784.20705599	-117.0	117.0	1000.0	1000.0	1000.0	448.0	150.0	38.0	-1126.0
1388.0	-597.098858033	-158.0	158.0	1000.0	1000.0	1000.0	551.0	190.0	38.0	-1054.0
1389.0	-369.205065968	-205.0	205.0	1000.0	1000.0	1000.0	616.0	198.0	47.0	-1022.0
1390.0	-115.977344809	-271.0	271.0	1000.0	1000.0	1000.0	664.0	190.0	33.0	-1008.0
1391.0	145.347454121	-345.0	345.0	1000.0	1000.0	1000.0	778.0	190.0	38.0	-965.0
1392.0	396.917221199	-400.0	400.0	993.0	1000.0	1000.0	1000.0	190.0	38.0	-884.0
1393.0	621.484202583	-400.0	400.0	261.0	1000.0	1000.0	1000.0	202.0	38.0	-535.0
1394.0	803.591011015	-400.0	400.0	58.0	550.0	1000.0	1000.0	277.0	43.0	-193.0
1395.0	930.641277232	-336.0	336.0	0.0	155.0	581.0	1000.0	452.0	43.0	299.0
1396.0	993.78036416	-208.0	208.0	0.0	77.0	163.0	1000.0	761.0	52.0	766.0
1397.0	988.523963235	-66.0	66.0	0.0	0.0	51.0	578.0	1000.0	47.0	1082.0
1398.0	915.089215439	49.0	-49.0	0.0	0.0	0.0	232.0	1000.0	47.0	1311.0
1399.0	778.403139593	159.0	-159.0	0.0	0.0	0.0	124.0	1000.0	110.0	1488.0
1400.0	587.785252292	270.0	-270.0	0.0	0.0	0.0	113.0	1000.0	100.0	1489.0
1401.0	356.323818702	339.0	-339.0	0.0	0.0	0.0	118.0	1000.0	100.0	1485.0
1402.0	99.9866200316	400.0	-400.0	6.0	7.0	5.0	183.0	1000.0	57.0	1398.0
1403.0	-163.474043221	400.0	-400.0	0.0	0.0	0.0	405.0	1000.0	47.0	1211.0
1404.0	-415.747516808	400.0	-400.0	0.0	0.0	51.0	875.0	813.0	47.0	938.0
1405.0	-639.237697749	400.0	-400.0	6.0	85.0	326.0	1000.0	464.0	4.0	482.0
1406.0	-818.294206166	390.0	-390.0	0.0	232.0	979.0	1000.0	250.0	0.0	15.0
1407.0	-940.315451402	286.0	-286.0	130.0	875.0	1000.0	1000.0	198.0	43.0	-419.0
1408.0	-996.6453906	173.0	-173.0	660.0	1000.0	1000.0	945.0	190.0	38.0	-763.0
1409.0	-983.199519611	66.0	-66.0	1000.0	1000.0	1000.0	891.0	238.0	38.0	-896.0
1410.0	-900.774050605	1.0	-1.0	1000.0	1000.0	1000.0	886.0	349.0	133.0	-733.0
1411.0	-755.014079256	6.0	-6.0	1000.0	1000.0	1000.0	978.0	507.0	272.0	-541.0
1412.0	-556.040329154	4.0	-4.0	1000.0	1000.0	1000.0	989.0	555.0	377.0	-454.0
1413.0	-317.758127647	-40.0	40.0	1000.0	1000.0	1000.0	983.0	551.0	368.0	-462.0
1414.0	-56.8949189738	-121.0	121.0	1000.0	1000.0	1000.0	972.0	543.0	272.0	-527.0
1415.0	208.167762133	-220.0	220.0	1000.0	1000.0	1000.0	881.0	436.0	234.0	-620.0
1416.0	458.686776394	-323.0	323.0	1000.0	1000.0	1000.0	881.0	396.0	181.0	-676.0
1417.0	676.883678036	-400.0	400.0	1000.0	1000.0	1000.0	945.0	313.0	86.0	-770.0
1418.0	847.210946177	-400.0	400.0	1000.0	1000.0	1000.0	1000.0	277.0	43.0	-839.0
1419.0	957.467681456	-400.0	400.0	529.0	1000.0	1000.0	1000.0	277.0	38.0	-633.0
1420.0	999.684189283	-400.0	400.0	58.0	705.0	1000.0	1000.0	317.0	38.0	-237.0
1421.0	970.71061141	-362.0	362.0	0.0	162.0	862.0	1000.0	373.0	0.0	160.0
1422.0	872.465304373	-213.0	213.0	0.0	77.0	321.0	1000.0	464.0	43.0	494.0
1423.0	711.822585058	-65.0	65.0	58.0	69.0	102.0	989.0	722.0	43.0	658.0
1424.0	500.14509693	47.0	-47.0	0.0	0.0	51.0	637.0	861.0	0.0	1022.0
1425.0	252.491577015	230.0	-230.0	0.0	0.0	0.0	648.0	817.0	0.0	1057.0
1426.0	-13.4456113981	321.0	-321.0	0.0	0.0	0.0	702.0	642.0	0.0	977.0
1427.0	-278.598892076	376.0	-376.0	0.0	0.0	45.0	929.0	460.0	0.0	831.0
1428.0	-523.89076389	400.0	-400.0	58.0	69.0	158.0	1000.0	293.0	47.0	387.0
1429.0	-731.608377302	335.0	-335.0	58.0	69.0	423.0	1000.0	158.0	38.0	162.0
1430.0	-886.688255701	314.0	-314.0	0.0	155.0	1000.0	805.0	35.0	0.0	-169.0
1431.0	-977.81761382	242.0	-242.0	0.0	418.0	1000.0	410.0	0.0	0.0	-505.0
1432.0	-998.271154194	147.0	-147.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1433.0	-946.420663813	5.0	-5.0	58.0	1000.0	984.0	54.0	0.0	0.0	-1007.0
1434.0	-825.877918746	-54.0	54.0	71.0	1000.0	653.0	10.0	0.0	0.0	-1163.0
1435.0	-645.257704274	-155.0	155.0	130.0	1000.0	377.0	5.0	0.0	0.0	-1337.0
1436.0	-417.575293413	-275.0	275.0	130.0	1000.0	321.0	0.0	0.0	0.0	-1369.0
1437.0	-159.31950368	-362.0	362.0	71.0	1000.0	331.0	10.0	0.0	0.0	-1315.0
1438.0	110.733494011	-400.0	400.0	0.0	1000.0	494.0	5.0	0.0	0.0	-1170.0
1439.0	372.880901038	-400.0	400.0	0.0	658.0	887.0	59.0	0.0	0.0	-874.0
1440.0	607.930297695	-400.0	400.0	0.0	240.0	1000.0	113.0	0.0	0.0	-594.0
1441.0	798.608199726	-400.0	400.0	0.0	77.0	663.0	529.0	0.0	0.0	-144.0
1442.0	930.836578503	-322.0	322.0	0.0	0.0	214.0	945.0	79.0	0.0	390.0
1443.0	994.78253119	-181.0	181.0	0.0	0.0	51.0	643.0	293.0	0.0	745.0
1444.0	985.602131547	-72.0	72.0	0.0	0.0	0.0	178.0	904.0	52.0	1388.0
1445.0	903.821322932	145.0	-145.0	0.0	0.0	0.0	59.0	952.0	100.0	1536.0
1446.0	755.322990802	234.0	-234.0	0.0	0.0	0.0	0.0	777.0	205.0	1708.0
1447.0	550.938181897	347.0	-347.0	0.0	0.0	0.0	0.0	734.0	210.0	1722.0
1448.0	305.668716375	400.0	-400.0	0.0	0.0	0.0	0.0	865.0	153.0	1650.0
1449.0	37.5960016887	400.0	-400.0	0.0	0.0	0.0	59.0	1000.0	52.0	1493.0
1450.0	-233.445363856	400.0	-400.0	6.0	7.0	5.0	243.0	777.0	9.0	1261.0
1451.0	-487.332426609	400.0	-400.0	0.0	0.0	51.0	708.0	250.0	0.0	697.0
1452.0	-705.149212969	400.0	-400.0	0.0	0.0	209.0	945.0	35.0	0.0	318.0
1453.0	-870.601387694	356.0	-356.0	6.0	85.0	719.0	470.0	0.0	4.0	-198.0
1454.0	-971.244085144	231.0	-231.0	0.0	240.0	1000.0	113.0	0.0	0.0	-594.0
1455.0	-999.429776121	121.0	-121.0	58.0	984.0	591.0	0.0	0.0	0.0	-1174.0
1456.0	-952.90315035	-66.0	66.0	65.0	1000.0	214.0	5.0	0.0	0.0	-1384.0
1457.0	-834.995791707	-164.0	164.0	202.0	1000.0	102.0	0.0	0.0	0.0	-1577.0
1458.0	-654.403029803	-276.0	276.0	346.0	1000.0	51.0	0.0	0.0	0.0	-1712.0
1459.0	-424.556586288	-386.0	386.0	339.0	1000.0	45.0	0.0	0.0	0.0	-1754.0
1460.0	-162.637165195	-400.0	400.0	130.0	1000.0	163.0	0.0	0.0	0.0	-1475.0
1461.0	111.701345753	-400.0	400.0	65.0	1000.0	377.0	5.0	0.0	0.0	-1284.0
1462.0	377.802003711	-400.0	400.0	0.0	573.0	933.0	59.0	0.0	0.0	-829.0
1463.0	615.559695163	-400.0	400.0	0.0	162.0	1000.0	237.0	0.0	0.0	-447.0
1464.0	806.943819008	-375.0	375.0	0.0	0.0	433.0	708.0	39.0	0.0	120.0
1465.0	937.373213319	-245.0	245.0	0.0	0.0	102.0	945.0	123.0	0.0	517.0
1466.0	996.837954294	-143.0	143.0	6.0	7.0	5.0	410.0	515.0	4.0	1056.0
1467.0	980.680948498	22.0	-22.0	0.0	0.0	0.0	118.0	1000.0	52.0	1443.0
1468.0	889.977343373	165.0	-165.0	0.0	0.0	0.0	5.0	869.0	105.0	1607.0
1469.0	731.479862141	262.0	-262.0	6.0	7.0	5.0	10.0	734.0	210.0	1722.0
1470.0	517.130990138	361.0	-361.0	0.0	0.0	0.0	5.0	781.0	153.0	1663.0
1471.0	263.176024447	400.0	-400.0	0.0	0.0	0.0	59.0	952.0	100.0	1536.0
1472.0	-11.0581807563	400.0	-400.0	0.0	0.0	0.0	113.0	992.0	47.0	1397.0
1473.0	-284.627771659	400.0	-400.0	0.0	0.0	0.0	410.0	515.0	0.0	1056.0
1474.0	-536.569297212	400.0	-400.0	0.0	0.0	51.0	886.0	123.0	0.0	567.0
1475.0	-747.508326863	394.0	-394.0	0.0	0.0	377.0	816.0	35.0	0.0	183.0
1476.0	-901.155721778	325.0	-325.0	0.0	69.0	943.0	297.0	0.0	0.0	-326.0
1477.0	-985.575560182	197.0	-197.0	0.0	488.0	938.0	54.0	0.0	0.0	-794.0
1478.0	-994.125300723	60.0	-60.0	58.0	1000.0	372.0	0.0	0.0	0.0	-1281.0
1479.0	-925.993194945	-106.0	106.0	143.0	1000.0	112.0	5.0	0.0	4.0	-1525.0
1480.0	-786.288432137	-221.0	221.0	346.0	1000.0	51.0	5.0	0.0	0.0	-1712.0
1481.0	-585.673726926	-337.0	337.0	411.0	1000.0	51.0	0.0	0.0	0.0	-1747.0
1482.0	-339.565431036	-400.0	400.0	209.0	1000.0	112.0	10.0	0.0	4.0	-1574.0
1483.0	-66.9600325599	-400.0	400.0	58.0	1000.0	209.0	0.0	0.0	0.0	-1381.0
1484.0	211.024545881	-400.0	400.0	0.0	1000.0	647.0	0.0	0.0	0.0	-1108.0
1485.0	472.781473377	-400.0	400.0	6.0	248.0	1000.0	118.0	0.0	0.0	-596.0
1486.0	697.895467692	-387.0	387.0	0.0	77.0	719.0	470.0	0.0	0.0	-190.0
1487.0	868.740450485	-317.0	317.0	0.0	0.0	214.0	945.0	35.0	0.0	315.0
1488.0	971.86899661	-196.0	196.0	0.0	0.0	0.0	702.0	253.0	0.0	764.0
1489.0	999.083367815	-70.0	70.0	0.0	0.0	0.0	172.0	865.0	47.0	1334.0
1490.0	948.101903684	115.0	-115.0	0.0	0.0	0.0	59.0	996.0	52.0	1493.0
1491.0	822.765531409	201.0	-201.0	0.0	0.0	0.0	0.0	777.0	153.0	1664.0
1492.0	632.764795783	309.0	-309.0	0.0	0.0	0.0	0.0	734.0	210.0	1722.0
1493.0	392.905350227	398.0	-398.0	0.0	0.0	0.0	5.0	869.0	105.0	1607.0
1494.0	121.966352734	400.0	-400.0	0.0	0.0	0.0	64.0	1000.0	52.0	1489.0
1495.0	-158.761214478	400.0	-400.0	0.0	0.0	0.0	178.0	865.0	4.0	1329.0
1496.0	-427.143253996	400.0	-400.0	0.0	0.0	0.0	648.0	293.0	0.0	811.0
1497.0	-661.947894067	400.0	-400.0	0.0	0.0	158.0	945.0	79.0	0.0	433.0
1498.0	-844.529867441	383.0	-383.0	6.0	85.0	602.0	583.0	0.0	0.0	-108.0
1499.0	-960.319975704	255.0	-255.0	0.0	155.0	1000.0	113.0	0.0	0.0	-534.0
1500.0	-1000.0	139.0	-139.0	58.0	899.0	704.0	54.0	0.0	0.0	-1061.0
1501.0	-960.26738712	-30.0	30.0	71.0	1000.0	219.0	10.0	0.0	4.0	-1386.0
1502.0	-844.125863565	-162.0	162.0	339.0	1000.0	102.0	0.0	0.0	0.0	-1665.0
1503.0	-660.67536077	-301.0	301.0	555.0	1000.0	51.0	0.0	0.0	0.0	-1814.0
1504.0	-424.41436093	-400.0	400.0	411.0	1000.0	51.0	0.0	0.0	0.0	-1747.0
1505.0	-154.106847133	-400.0	400.0	196.0	1000.0	96.0	0.0	0.0	0.0	-1578.0
1506.0	128.698671572	-400.0	400.0	65.0	1000.0	377.0	0.0	0.0	0.0	-1284.0
1507.0	401.381960994	-400.0	400.0	0.0	658.0	877.0	59.0	0.0	0.0	-876.0
1508.0	642.059992191	-400.0	400.0	0.0	155.0	1000.0	178.0	0.0	0.0	-483.0
1509.0	831.347415923	-394.0	394.0	0.0	69.0	484.0	702.0	35.0	0.0	4.0
1510.0	953.926650567	-284.0	284.0	0.0	0.0	102.0	935.0	79.0	0.0	479.0
1511.0	999.799767707	-156.0	156.0	0.0	0.0	0.0	416.0	472.0	4.0	1031.0
1512.0	965.118924564	19.0	-19.0	0.0	0.0	0.0	118.0	1000.0	52.0	1443.0
1513.0	852.525240302	177.0	-177.0	0.0	0.0	0.0	5.0	869.0	105.0	1607.0
1514.0	670.965158931	280.0	-280.0	6.0	7.0	5.0	10.0	694.0	215.0	1736.0
1515.0	434.995381557	390.0	-390.0	0.0	0.0	0.0	5.0	694.0	205.0	1728.0
1516.0	163.629007744	400.0	-400.0	0.0	0.0	0.0	0.0	908.0	100.0	1599.0
1517.0	-121.18678063	400.0	-400.0	6.0	7.0	5.0	64.0	1000.0	57.0	1493.0
1518.0	-396.340437954	400.0	-400.0	0.0	0.0	0.0	356.0	603.0	0.0	1128.0
1519.0	-639.430950653	400.0	-400.0	0.0	0.0	51.0	886.0	123.0	0.0	567.0
1520.0	-830.595899196	400.0	-400.0	0.0	0.0	321.0	816.0	35.0	0.0	217.0
1521.0	-954.143200253	351.0	-351.0	0.0	69.0	882.0	351.0	0.0	0.0	-284.0
1522.0	-999.851809576	214.0	-214.0	0.0	403.0	1000.0	59.0	0.0	0.0	-736.0
1523.0	-963.832602567	68.0	-68.0	58.0	1000.0	484.0	0.0	0.0	0.0	-1224.0
1524.0	-848.87575456	-112.0	112.0	130.0	1000.0	163.0	0.0	0.0	0.0	-1475.0
1525.0	-664.252437911	-243.0	243.0	339.0	1000.0	96.0	0.0	0.0	0.0	-1670.0
1526.0	-424.983199493	-373.0	373.0	411.0	1000.0	51.0	5.0	0.0	0.0	-1747.0
1527.0	-150.629348919	-400.0	400.0	215.0	1000.0	112.0	5.0	0.0	4.0	-1578.0
1528.0	136.296553944	-400.0	400.0	58.0	1000.0	321.0	0.0	0.0	0.0	-1310.0
1529.0	412.172800424	-400.0	400.0	0.0	984.0	816.0	0.0	0.0	0.0	-1047.0
1530.0	654.212968936	-400.0	400.0	6.0	248.0	1000.0	178.0	3.0	4.0	-550.0
1531.0	842.352707355	-400.0	400.0	0.0	77.0	658.0	583.0	35.0	0.0	-117.0
1532.0	960.92229153	-323.0	323.0	0.0	0.0	153.0	1000.0	75.0	0.0	436.0
1533.0	999.964820495	-168.0	168.0	6.0	7.0	5.0	594.0	301.0	9.0	836.0
1534.0	956.08813334	-36.0	36.0	0.0	0.0	0.0	178.0	908.0	52.0	1389.0
1535.0	832.776334599	166.0	-166.0	0.0	0.0	0.0	59.0	952.0	47.0	1441.0
1536.0	640.131153759	240.0	-240.0	0.0	0.0	0.0	0.0	773.0	153.0	1665.0
1537.0	394.060616646	381.0	-381.0	0.0	0.0	0.0	0.0	777.0	162.0	1672.0
1538.0	114.978760693	400.0	-400.0	0.0	0.0	0.0	5.0	908.0	105.0	1603.0
1539.0	-173.878493962	400.0	-400.0	0.0	0.0	0.0	118.0	1000.0	52.0	1443.0
1540.0	-448.38321609	400.0	-400.0	0.0	0.0	0.0	297.0	603.0	0.0	1170.0
1541.0	-685.531233686	400.0	-400.0	0.0	0.0	51.0	832.0	166.0	0.0	609.0
1542.0	-865.375411353	400.0	-400.0	0.0	0.0	270.0	935.0	35.0	0.0	275.0
1543.0	-972.713553707	374.0	-374.0	0.0	69.0	826.0	410.0	0.0	4.0	-239.0
1544.0	-998.38731392	227.0	-227.0	0.0	325.0	1000.0	113.0	0.0	0.0	-648.0
1545.0	-940.080025551	87.0	-87.0	0.0	1000.0	596.0	0.0	0.0	0.0	-1127.0
1546.0	-802.542669279	-97.0	97.0	137.0	1000.0	275.0	10.0	0.0	0.0	-1403.0
1547.0	-597.224854868	-241.0	241.0	483.0	1000.0	102.0	5.0	0.0	0.0	-1741.0
1548.0	-341.33778286	-400.0	400.0	692.0	1000.0	45.0	0.0	0.0	0.0	-1909.0
1549.0	-56.4244371019	-400.0	400.0	490.0	1000.0	112.0	10.0	0.0	4.0	-1736.0
1550.0	233.445363856	-400.0	400.0	130.0	1000.0	270.0	5.0	0.0	0.0	-1400.0
1551.0	503.704622263	-400.0	400.0	0.0	1000.0	653.0	5.0	0.0	0.0	-1105.0
1552.0	731.372746321	-400.0	400.0	0.0	403.0	1000.0	113.0	0.0	0.0	-692.0
1553.0	897.016274998	-400.0	400.0	0.0	77.0	887.0	416.0	0.0	0.0	-255.0
1554.0	986.418939066	-372.0	372.0	0.0	0.0	321.0	945.0	35.0	0.0	246.0
1555.0	991.816638177	-223.0	223.0	0.0	0.0	51.0	762.0	206.0	0.0	652.0
1556.0	912.588853865	-78.0	78.0	0.0	0.0	0.0	237.0	777.0	0.0	1266.0
1557.0	755.343578942	153.0	-153.0	0.0	0.0	0.0	59.0	996.0	52.0	1493.0
1558.0	533.384228673	287.0	-287.0	0.0	0.0	0.0	0.0	821.0	105.0	1613.0
1559.0	265.599866475	400.0	-400.0	0.0	0.0	0.0	0.0	734.0	157.0	1676.0
1560.0	-25.1300954433	400.0	-400.0	0.0	0.0	0.0	0.0	865.0	100.0	1603.0
1561.0	-313.883087921	400.0	-400.0	0.0	0.0	0.0	59.0	996.0	52.0	1493.0
1562.0	-575.827455146	400.0	-400.0	6.0	7.0	5.0	243.0	694.0	9.0	1240.0
1563.0	-788.360923461	400.0	-400.0	0.0	0.0	51.0	708.0	250.0	0.0	697.0
1564.0	-933.0690963	400.0	-400.0	0.0	0.0	209.0	945.0	35.0	0.0	318.0
1565.0	-997.333616762	394.0	-394.0	6.0	85.0	719.0	529.0	0.0	4.0	-167.0
1566.0	-975.448519697	242.0	-242.0	0.0	240.0	1000.0	172.0	0.0	0.0	-549.0
1567.0	-869.144702217	96.0	-96.0	58.0	1000.0	765.0	54.0	0.0	0.0	-1066.0
1568.0	-687.47292013	-113.0	113.0	65.0	1000.0	321.0	5.0	0.0	0.0	-1316.0
1569.0	-446.050983324	-260.0	260.0	418.0	1000.0	153.0	0.0	0.0	0.0	-1669.0
1570.0	-165.736122828	-400.0	400.0	614.0	1000.0	96.0	0.0	0.0	0.0	-1803.0
1571.0	129.165977221	-400.0	400.0	405.0	1000.0	204.0	0.0	0.0	0.0	-1625.0
1572.0	413.002702906	-400.0	400.0	130.0	1000.0	433.0	0.0	0.0	0.0	-1307.0
1573.0	661.005459535	-400.0	400.0	0.0	1000.0	938.0	59.0	0.0	0.0	-972.0
1574.0	851.456120228	-400.0	400.0	0.0	240.0	1000.0	232.0	0.0	0.0	-506.0
1575.0	967.59909236	-400.0	400.0	0.0	77.0	658.0	702.0	43.0	4.0	-66.0
1576.0	999.129832407	-319.0	319.0	0.0	0.0	153.0	1000.0	75.0	0.0	436.0
1577.0	943.126383092	-152.0	152.0	0.0	0.0	51.0	643.0	337.0	0.0	777.0
1578.0	804.338303955	-8.0	8.0	6.0	7.0	5.0	183.0	908.0	9.0	1332.0
1579.0	594.803144645	221.0	-221.0	0.0	0.0	0.0	59.0	996.0	47.0	1444.0
1580.0	332.819544523	333.0	-333.0	0.0	0.0	0.0	5.0	869.0	105.0	1607.0
1581.0	41.3629715381	400.0	-400.0	6.0	7.0	0.0	10.0	865.0	110.0	1612.0
1582.0	-253.92000829	400.0	-400.0	0.0	0.0	0.0	64.0	996.0	52.0	1489.0
1583.0	-526.964695523	400.0	-400.0	0.0	0.0	0.0	172.0	865.0	0.0	1334.0
1584.0	-753.59092771	400.0	-400.0	0.0	0.0	0.0	464.0	424.0	0.0	977.0
1585.0	-913.651909739	400.0	-400.0	0.0	0.0	102.0	1000.0	123.0	0.0	517.0
1586.0	-992.837635444	400.0	-400.0	0.0	0.0	433.0	827.0	35.0	0.0	156.0
1587.0	-983.970432259	341.0	-341.0	0.0	77.0	1000.0	345.0	0.0	0.0	-312.0
1588.0	-887.673980027	172.0	-172.0	0.0	581.0	1000.0	178.0	0.0	0.0	-730.0
1589.0	-712.351949124	-5.0	5.0	58.0	1000.0	765.0	54.0	0.0	0.0	-1066.0
1590.0	-473.473404412	-177.0	177.0	267.0	1000.0	265.0	5.0	0.0	0.0	-1502.0
1591.0	-192.223951543	-392.0	392.0	973.0	1000.0	163.0	0.0	0.0	0.0	-1880.0
1592.0	106.361255866	-400.0	400.0	980.0	1000.0	158.0	5.0	0.0	0.0	-1885.0
1593.0	395.61923889	-400.0	400.0	333.0	1000.0	372.0	0.0	0.0	0.0	-1478.0
1594.0	649.63913868	-400.0	400.0	65.0	1000.0	816.0	59.0	0.0	0.0	-1053.0
1595.0	845.588092769	-400.0	400.0	0.0	666.0	1000.0	227.0	0.0	0.0	-732.0
1596.0	965.773880791	-400.0	400.0	0.0	77.0	989.0	691.0	35.0	0.0	-151.0
1597.0	999.257143209	-345.0	345.0	6.0	7.0	331.0	1000.0	83.0	4.0	324.0
1598.0	942.864998874	-185.0	185.0	0.0	0.0	45.0	821.0	297.0	0.0	765.0
1599.0	801.510630094	-10.0	10.0	0.0	0.0	0.0	291.0	821.0	47.0	1238.0
1600.0	587.785252292	195.0	-195.0	0.0	0.0	0.0	113.0	1000.0	47.0	1398.0
1601.0	320.85434647	323.0	-323.0	0.0	0.0	0.0	59.0	992.0	100.0	1535.0
1602.0	24.7532216059	400.0	-400.0	0.0	0.0	0.0	59.0	952.0	105.0	1541.0
1603.0	-273.767857974	400.0	-400.0	0.0	0.0	0.0	59.0	1000.0	52.0	1493.0
1604.0	-547.656687547	400.0	-400.0	0.0	0.0	0.0	183.0	908.0	0.0	1332.0
1605.0	-772.012997469	400.0	-400.0	0.0	0.0	0.0	464.0	559.0	0.0	1046.0
1606.0	-926.36043978	400.0	-400.0	0.0	0.0	102.0	989.0	206.0	0.0	580.0
1607.0	-996.528694566	400.0	-400.0	0.0	0.0	438.0	1000.0	43.0	4.0	195.0
1608.0	-975.971556492	351.0	-351.0	0.0	77.0	1000.0	583.0	35.0	0.0	-196.0
1609.0	-866.396919508	201.0	-201.0	58.0	558.0	1000.0	281.0	31.0	0.0	-708.0
1610.0	-677.64643747	-9.0	9.0	137.0	1000.0	1000.0	118.0	0.0	0.0	-1013.0
1611.0	-426.83076495	-175.0	175.0	477.0	1000.0	540.0	59.0	0.0	0.0	-1413.0
1612.0	-136.794500795	-382.0	382.0	1000.0	1000.0	372.0	5.0	0.0	0.0	-1765.0
1613.0	165.952988959	-400.0	400.0	1000.0	1000.0	321.0	10.0	0.0	0.0	-1793.0
1614.0	453.65456594	-400.0	400.0	830.0	1000.0	535.0	54.0	0.0	0.0	-1578.0
1615.0	699.850365044	-400.0	400.0	124.0	1000.0	1000.0	108.0	0.0	0.0	-1011.0
1616.0	881.817577467	-400.0	400.0	0.0	813.0	1000.0	340.0	0.0	0.0	-720.0
1617.0	982.679487204	-400.0	400.0	0.0	232.0	1000.0	756.0	35.0	0.0	-237.0
1618.0	992.986983755	-368.0	368.0	0.0	77.0	372.0	1000.0	119.0	0.0	240.0
1619.0	911.622924427	-201.0	201.0	0.0	0.0	51.0	870.0	420.0	0.0	775.0
1620.0	745.941145424	8.0	-8.0	0.0	0.0	0.0	302.0	908.0	0.0	1250.0
1621.0	511.122081983	221.0	-221.0	0.0	0.0	0.0	59.0	1000.0	52.0	1493.0
1622.0	228.79943881	379.0	-379.0	0.0	0.0	0.0	59.0	996.0	100.0	1535.0
1623.0	-74.9195525373	400.0	-400.0	0.0	0.0	0.0	0.0	996.0	110.0	1599.0
1624.0	-371.86041935	400.0	-400.0	0.0	0.0	0.0	59.0	1000.0	52.0	1493.0
1625.0	-634.393284164	400.0	-400.0	0.0	0.0	0.0	172.0	992.0	47.0	1352.0
