n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
791.0	660.297948548	85.0	-85.0	0.0	0.0	0.0	529.0	384.0	9.0	920.0
792.0	541.33258746	113.0	-113.0	0.0	0.0	0.0	589.0	384.0	0.0	894.0
793.0	410.168179319	144.0	-144.0	0.0	0.0	0.0	637.0	333.0	0.0	843.0
794.0	269.686287692	171.0	-171.0	6.0	7.0	5.0	708.0	257.0	4.0	766.0
795.0	122.995272631	192.0	-192.0	0.0	0.0	51.0	827.0	206.0	0.0	642.0
796.0	-26.637554542	200.0	-200.0	0.0	0.0	107.0	1000.0	123.0	0.0	513.0
797.0	-175.858132933	206.0	-206.0	6.0	7.0	168.0	1000.0	87.0	4.0	435.0
798.0	-321.300634641	226.0	-226.0	0.0	0.0	270.0	1000.0	35.0	0.0	287.0
799.0	-459.663563469	223.0	-223.0	0.0	77.0	484.0	821.0	35.0	0.0	38.0
800.0	-587.785252292	187.0	-187.0	0.0	77.0	765.0	518.0	0.0	0.0	-176.0
801.0	-702.717027336	157.0	-157.0	0.0	155.0	1000.0	351.0	0.0	0.0	-370.0
802.0	-801.792332774	129.0	-129.0	0.0	240.0	1000.0	227.0	0.0	0.0	-509.0
803.0	-882.69017419	111.0	-111.0	0.0	403.0	1000.0	172.0	0.0	0.0	-647.0
804.0	-943.491343592	88.0	-88.0	0.0	581.0	1000.0	113.0	0.0	0.0	-777.0
805.0	-982.726030484	61.0	-61.0	0.0	744.0	1000.0	59.0	0.0	0.0	-880.0
806.0	-999.411600314	35.0	-35.0	0.0	821.0	1000.0	59.0	0.0	0.0	-906.0
807.0	-993.079530183	26.0	-26.0	0.0	914.0	1000.0	54.0	0.0	4.0	-937.0
808.0	-963.790727639	7.0	-7.0	0.0	914.0	1000.0	54.0	0.0	0.0	-937.0
809.0	-912.13871695	-7.0	7.0	0.0	899.0	1000.0	54.0	0.0	0.0	-933.0
810.0	-839.240452652	-27.0	27.0	6.0	914.0	1000.0	64.0	0.0	4.0	-930.0
811.0	-746.714806367	-54.0	54.0	0.0	914.0	1000.0	54.0	0.0	0.0	-937.0
812.0	-636.649063376	-90.0	90.0	0.0	813.0	1000.0	54.0	0.0	0.0	-907.0
813.0	-511.5540533	-118.0	118.0	0.0	744.0	1000.0	64.0	0.0	0.0	-877.0
814.0	-374.308817741	-150.0	150.0	0.0	581.0	1000.0	113.0	0.0	0.0	-777.0
815.0	-228.095979927	-164.0	164.0	0.0	488.0	1000.0	113.0	0.0	0.0	-735.0
816.0	-76.3292207588	-197.0	197.0	0.0	317.0	1000.0	167.0	0.0	0.0	-602.0
817.0	77.4255240523	-203.0	203.0	0.0	147.0	1000.0	291.0	0.0	0.0	-400.0
818.0	229.533355495	-188.0	188.0	0.0	155.0	1000.0	405.0	0.0	0.0	-340.0
819.0	376.376265243	-214.0	214.0	0.0	69.0	760.0	572.0	35.0	0.0	-141.0
820.0	514.439533781	-196.0	196.0	0.0	77.0	494.0	821.0	35.0	0.0	34.0
821.0	640.396609079	-181.0	181.0	0.0	0.0	265.0	1000.0	35.0	0.0	290.0
822.0	751.190405923	-138.0	138.0	0.0	0.0	158.0	1000.0	79.0	0.0	436.0
823.0	844.109019655	-122.0	122.0	0.0	0.0	45.0	945.0	170.0	0.0	652.0
824.0	916.853951285	-79.0	79.0	0.0	0.0	51.0	767.0	250.0	0.0	686.0
825.0	967.59909236	-84.0	84.0	0.0	0.0	51.0	637.0	333.0	0.0	776.0
826.0	995.03891481	-65.0	65.0	6.0	7.0	5.0	589.0	384.0	9.0	894.0
827.0	998.424549411	-31.0	31.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
828.0	977.586711504	-9.0	9.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
829.0	932.944738166	4.0	-4.0	6.0	7.0	5.0	529.0	428.0	4.0	947.0
830.0	865.501330253	24.0	-24.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
831.0	776.822938002	51.0	-51.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
832.0	669.006081856	83.0	-83.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
833.0	544.630252448	120.0	-120.0	0.0	0.0	0.0	589.0	384.0	0.0	894.0
834.0	406.698376216	146.0	-146.0	0.0	0.0	51.0	637.0	333.0	0.0	776.0
835.0	258.566157446	155.0	-155.0	0.0	0.0	51.0	762.0	250.0	0.0	687.0
836.0	103.86190487	174.0	-174.0	0.0	0.0	51.0	827.0	214.0	0.0	649.0
837.0	-53.601286398	210.0	-210.0	0.0	0.0	102.0	1000.0	123.0	0.0	517.0
838.0	-209.918906458	217.0	-217.0	0.0	0.0	158.0	1000.0	79.0	0.0	436.0
839.0	-361.191692734	239.0	-239.0	0.0	0.0	275.0	1000.0	39.0	0.0	284.0
840.0	-503.623201636	236.0	-236.0	0.0	77.0	433.0	827.0	35.0	0.0	60.0
841.0	-633.615848853	207.0	-207.0	0.0	69.0	760.0	632.0	35.0	0.0	-115.0
842.0	-747.862978038	189.0	-189.0	6.0	85.0	1000.0	356.0	0.0	4.0	-312.0
843.0	-843.434580272	159.0	-159.0	0.0	240.0	1000.0	232.0	0.0	0.0	-506.0
844.0	-917.854410849	123.0	-123.0	0.0	488.0	1000.0	172.0	0.0	0.0	-691.0
845.0	-969.166433711	83.0	-83.0	6.0	751.0	1000.0	64.0	0.0	4.0	-879.0
846.0	-995.988763806	34.0	-34.0	0.0	1000.0	1000.0	59.0	0.0	0.0	-958.0
847.0	-997.553568693	11.0	-11.0	0.0	1000.0	989.0	59.0	0.0	0.0	-960.0
848.0	-973.731726429	3.0	-3.0	0.0	1000.0	979.0	59.0	0.0	0.0	-962.0
849.0	-925.041409389	-10.0	10.0	58.0	1000.0	984.0	54.0	0.0	0.0	-1007.0
850.0	-852.640164354	-46.0	46.0	58.0	1000.0	989.0	54.0	0.0	0.0	-1006.0
851.0	-758.300478039	-74.0	74.0	58.0	1000.0	979.0	54.0	0.0	0.0	-1008.0
852.0	-644.369243847	-108.0	108.0	58.0	1000.0	1000.0	54.0	0.0	0.0	-1003.0
853.0	-513.711968951	-146.0	146.0	0.0	1000.0	1000.0	59.0	0.0	0.0	-958.0
854.0	-369.642969863	-176.0	176.0	0.0	736.0	1000.0	113.0	0.0	0.0	-837.0
855.0	-215.843188299	-186.0	186.0	0.0	496.0	1000.0	118.0	0.0	0.0	-735.0
856.0	-56.2676070216	-203.0	203.0	0.0	317.0	1000.0	227.0	0.0	0.0	-559.0
857.0	104.955452586	-198.0	198.0	0.0	232.0	1000.0	286.0	0.0	0.0	-465.0
858.0	263.630621914	-218.0	218.0	0.0	85.0	938.0	470.0	0.0	0.0	-243.0
859.0	415.604650884	-197.0	197.0	0.0	77.0	658.0	702.0	35.0	0.0	-66.0
860.0	556.875616488	-186.0	186.0	0.0	69.0	428.0	881.0	35.0	0.0	89.0
861.0	683.699298338	-178.0	178.0	6.0	7.0	219.0	1000.0	83.0	4.0	395.0
862.0	792.689876704	-119.0	119.0	0.0	0.0	102.0	1000.0	119.0	0.0	513.0
863.0	880.912215864	-110.0	110.0	0.0	0.0	51.0	827.0	206.0	0.0	642.0
864.0	945.963177611	-90.0	90.0	0.0	0.0	0.0	702.0	250.0	0.0	762.0
865.0	986.039663236	-67.0	67.0	0.0	0.0	0.0	648.0	341.0	0.0	844.0
866.0	999.991401613	-46.0	46.0	0.0	0.0	0.0	518.0	420.0	0.0	947.0
867.0	987.356879124	-12.0	12.0	0.0	0.0	0.0	464.0	464.0	0.0	1000.0
868.0	948.381234898	15.0	-15.0	0.0	0.0	0.0	470.0	428.0	0.0	976.0
869.0	884.015411665	27.0	-27.0	0.0	0.0	0.0	518.0	428.0	0.0	952.0
870.0	795.896346681	46.0	-46.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
871.0	686.308495645	78.0	-78.0	0.0	0.0	0.0	529.0	428.0	4.0	947.0
872.0	558.127491966	116.0	-116.0	0.0	0.0	0.0	529.0	384.0	0.0	920.0
873.0	414.747240115	151.0	-151.0	0.0	0.0	0.0	637.0	333.0	0.0	843.0
874.0	259.992211441	174.0	-174.0	6.0	7.0	5.0	713.0	301.0	9.0	796.0
875.0	98.0171403296	209.0	-209.0	0.0	0.0	51.0	827.0	210.0	0.0	646.0
876.0	-66.803304642	213.0	-213.0	0.0	0.0	102.0	945.0	162.0	0.0	549.0
877.0	-229.991987186	233.0	-233.0	6.0	7.0	163.0	1000.0	83.0	4.0	435.0
878.0	-387.090781284	246.0	-246.0	0.0	77.0	270.0	1000.0	35.0	0.0	185.0
879.0	-533.782777732	215.0	-215.0	0.0	69.0	484.0	821.0	35.0	0.0	47.0
880.0	-666.011867434	213.0	-213.0	0.0	69.0	872.0	518.0	0.0	0.0	-193.0
881.0	-780.096372237	176.0	-176.0	0.0	155.0	1000.0	356.0	0.0	0.0	-367.0
882.0	-872.833509414	151.0	-151.0	0.0	317.0	1000.0	227.0	0.0	0.0	-559.0
883.0	-941.591682455	114.0	-114.0	58.0	565.0	1000.0	113.0	0.0	0.0	-828.0
884.0	-984.387884665	46.0	-46.0	0.0	1000.0	1000.0	59.0	0.0	0.0	-958.0
885.0	-999.947876605	12.0	-12.0	58.0	1000.0	1000.0	54.0	0.0	0.0	-1003.0
886.0	-987.747244811	-4.0	4.0	58.0	1000.0	984.0	54.0	0.0	0.0	-1007.0
887.0	-948.031956244	-17.0	17.0	58.0	1000.0	1000.0	54.0	0.0	4.0	-1003.0
888.0	-881.817577467	-36.0	36.0	58.0	1000.0	1000.0	54.0	0.0	0.0	-1003.0
889.0	-790.866914997	-63.0	63.0	58.0	1000.0	1000.0	54.0	0.0	0.0	-1003.0
890.0	-677.64643747	-97.0	97.0	71.0	1000.0	1000.0	64.0	0.0	0.0	-1005.0
891.0	-545.26244459	-137.0	137.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
892.0	-397.378534985	-169.0	169.0	58.0	899.0	1000.0	113.0	0.0	0.0	-936.0
893.0	-238.116478135	-209.0	209.0	6.0	666.0	1000.0	124.0	0.0	4.0	-803.0
894.0	-71.9430980006	-219.0	219.0	0.0	403.0	1000.0	172.0	0.0	0.0	-647.0
895.0	96.4537875355	-222.0	222.0	0.0	240.0	1000.0	286.0	0.0	0.0	-470.0
896.0	262.296970382	-219.0	219.0	0.0	69.0	984.0	459.0	0.0	0.0	-243.0
897.0	420.855332723	-198.0	198.0	0.0	77.0	658.0	702.0	35.0	0.0	-66.0
898.0	567.579373284	-189.0	189.0	0.0	0.0	377.0	1000.0	35.0	0.0	226.0
899.0	698.232891316	-141.0	141.0	0.0	0.0	214.0	1000.0	79.0	0.0	395.0
900.0	809.016994375	-124.0	124.0	0.0	0.0	102.0	1000.0	126.0	0.0	519.0
901.0	896.682761783	-113.0	113.0	0.0	0.0	45.0	881.0	206.0	0.0	689.0
902.0	958.629170632	-80.0	80.0	0.0	0.0	51.0	702.0	293.0	0.0	731.0
903.0	992.983269157	-78.0	78.0	0.0	0.0	0.0	589.0	384.0	9.0	894.0
904.0	998.660054446	-31.0	31.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
905.0	975.400065537	-8.0	8.0	0.0	0.0	0.0	524.0	464.0	0.0	969.0
906.0	923.783324497	13.0	-13.0	6.0	7.0	5.0	475.0	432.0	9.0	976.0
907.0	845.218929942	39.0	-39.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
908.0	741.910310981	61.0	-61.0	0.0	0.0	0.0	518.0	420.0	0.0	947.0
909.0	616.796864527	99.0	-99.0	6.0	7.0	5.0	529.0	428.0	4.0	947.0
910.0	473.473404412	141.0	-141.0	0.0	0.0	0.0	589.0	384.0	0.0	894.0
911.0	316.089525796	173.0	-173.0	0.0	0.0	0.0	697.0	337.0	0.0	825.0
912.0	149.231612237	202.0	-202.0	0.0	0.0	51.0	756.0	250.0	0.0	688.0
913.0	-22.2092338712	213.0	-213.0	0.0	0.0	51.0	945.0	170.0	0.0	602.0
914.0	-193.179591894	238.0	-238.0	0.0	0.0	107.0	1000.0	123.0	0.0	513.0
915.0	-358.612348046	261.0	-261.0	0.0	0.0	265.0	1000.0	79.0	0.0	361.0
916.0	-513.577194146	262.0	-262.0	0.0	69.0	433.0	881.0	31.0	0.0	87.0
917.0	-653.428531188	222.0	-222.0	0.0	77.0	826.0	578.0	35.0	0.0	-162.0
918.0	-773.946322848	183.0	-183.0	0.0	155.0	1000.0	340.0	0.0	0.0	-377.0
919.0	-871.465592286	148.0	-148.0	0.0	333.0	1000.0	237.0	0.0	4.0	-562.0
920.0	-942.990535893	114.0	-114.0	58.0	744.0	1000.0	113.0	0.0	0.0	-891.0
921.0	-986.289634117	28.0	-28.0	58.0	1000.0	1000.0	54.0	0.0	0.0	-1003.0
922.0	-999.968662196	0.0	0.0	6.0	1000.0	933.0	64.0	0.0	4.0	-969.0
923.0	-983.519128686	4.0	-4.0	58.0	1000.0	984.0	54.0	0.0	0.0	-1007.0
924.0	-937.340380142	-20.0	20.0	58.0	1000.0	979.0	54.0	0.0	0.0	-1008.0
925.0	-862.734385978	-43.0	43.0	71.0	1000.0	984.0	64.0	0.0	4.0	-1009.0
926.0	-761.873035953	-74.0	74.0	58.0	1000.0	984.0	54.0	0.0	0.0	-1007.0
927.0	-637.738619617	-110.0	110.0	58.0	1000.0	984.0	54.0	0.0	0.0	-1007.0
928.0	-494.038987018	-153.0	153.0	0.0	1000.0	1000.0	54.0	0.0	0.0	-961.0
929.0	-335.099687468	-187.0	187.0	0.0	1000.0	1000.0	113.0	0.0	0.0	-920.0
930.0	-165.736122828	-226.0	226.0	0.0	736.0	1000.0	172.0	0.0	0.0	-796.0
931.0	8.89059008295	-241.0	241.0	0.0	403.0	1000.0	227.0	0.0	0.0	-608.0
932.0	183.429798816	-237.0	237.0	0.0	248.0	1000.0	351.0	0.0	0.0	-436.0
933.0	352.504855244	-236.0	236.0	0.0	69.0	933.0	572.0	31.0	0.0	-181.0
934.0	510.879041358	-207.0	207.0	0.0	77.0	540.0	816.0	35.0	0.0	15.0
935.0	653.618762438	-191.0	191.0	0.0	0.0	326.0	1000.0	39.0	0.0	254.0
936.0	776.248902642	-156.0	156.0	0.0	0.0	158.0	1000.0	119.0	0.0	469.0
937.0	874.895411238	-121.0	121.0	0.0	0.0	51.0	875.0	206.0	0.0	636.0
938.0	946.410517999	-93.0	93.0	6.0	7.0	5.0	708.0	301.0	9.0	798.0
939.0	988.476456255	-57.0	57.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
940.0	999.684189283	-15.0	15.0	0.0	0.0	0.0	464.0	511.0	0.0	1024.0
941.0	979.584373217	13.0	-13.0	6.0	7.0	5.0	410.0	559.0	4.0	1076.0
942.0	928.708626267	44.0	-44.0	0.0	0.0	0.0	416.0	559.0	0.0	1073.0
943.0	848.560085159	67.0	-67.0	0.0	0.0	0.0	405.0	515.0	0.0	1059.0
944.0	741.573187644	95.0	-95.0	0.0	0.0	0.0	464.0	507.0	0.0	1022.0
945.0	611.043595166	123.0	-123.0	0.0	0.0	0.0	529.0	468.0	0.0	969.0
946.0	461.030131457	152.0	-152.0	0.0	0.0	0.0	583.0	380.0	0.0	894.0
947.0	296.231530046	179.0	-179.0	0.0	0.0	0.0	702.0	337.0	0.0	824.0
948.0	121.84162624	210.0	-210.0	0.0	0.0	51.0	827.0	257.0	0.0	681.0
949.0	-56.6126313601	221.0	-221.0	0.0	0.0	45.0	945.0	162.0	0.0	646.0
950.0	-233.445363856	263.0	-263.0	0.0	0.0	153.0	1000.0	75.0	0.0	436.0
951.0	-402.992693372	251.0	-251.0	0.0	0.0	275.0	1000.0	43.0	4.0	284.0
952.0	-559.794684533	252.0	-252.0	0.0	77.0	545.0	821.0	35.0	0.0	15.0
953.0	-698.772446572	213.0	-213.0	0.0	77.0	882.0	518.0	0.0	0.0	-202.0
954.0	-815.394622794	183.0	-183.0	6.0	170.0	1000.0	297.0	0.0	4.0	-414.0
955.0	-905.827758717	147.0	-147.0	0.0	480.0	1000.0	167.0	0.0	0.0	-691.0
956.0	-967.065488088	82.0	-82.0	65.0	899.0	1000.0	113.0	0.0	0.0	-942.0
957.0	-997.032095618	16.0	-16.0	71.0	1000.0	1000.0	64.0	0.0	4.0	-1005.0
958.0	-994.656789684	-3.0	3.0	65.0	1000.0	984.0	59.0	0.0	0.0	-1009.0
959.0	-959.915924721	-14.0	14.0	58.0	1000.0	1000.0	54.0	0.0	0.0	-1003.0
960.0	-893.841424151	-32.0	32.0	58.0	1000.0	1000.0	54.0	0.0	0.0	-1003.0
961.0	-798.494739248	-61.0	61.0	58.0	1000.0	1000.0	108.0	0.0	0.0	-966.0
962.0	-676.906802652	-86.0	86.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
963.0	-532.985561167	-128.0	128.0	58.0	1000.0	1000.0	108.0	0.0	0.0	-966.0
964.0	-371.393763621	-178.0	178.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
965.0	-197.400699215	-229.0	229.0	58.0	821.0	1000.0	113.0	0.0	0.0	-914.0
966.0	-16.7124948318	-269.0	269.0	0.0	480.0	1000.0	227.0	0.0	0.0	-649.0
967.0	164.713646142	-243.0	243.0	0.0	255.0	1000.0	297.0	0.0	4.0	-473.0
968.0	340.865274031	-243.0	243.0	0.0	155.0	1000.0	524.0	35.0	0.0	-281.0
969.0	505.874186206	-235.0	235.0	0.0	77.0	647.0	810.0	35.0	0.0	-23.0
970.0	654.212968936	-203.0	203.0	6.0	7.0	331.0	1000.0	43.0	4.0	251.0
971.0	780.881982846	-158.0	158.0	0.0	0.0	158.0	1000.0	123.0	0.0	472.0
972.0	881.580418751	-122.0	122.0	0.0	0.0	51.0	821.0	206.0	0.0	643.0
973.0	952.855500305	-92.0	92.0	6.0	7.0	5.0	648.0	384.0	9.0	872.0
974.0	992.224566333	-36.0	36.0	0.0	0.0	0.0	475.0	515.0	0.0	1020.0
975.0	998.265610185	6.0	-6.0	0.0	0.0	0.0	405.0	603.0	0.0	1098.0
976.0	970.672860776	38.0	-38.0	0.0	0.0	0.0	345.0	595.0	0.0	1132.0
977.0	910.275128686	66.0	-66.0	0.0	0.0	0.0	356.0	603.0	0.0	1128.0
978.0	819.01587437	92.0	-92.0	0.0	0.0	0.0	405.0	559.0	0.0	1079.0
979.0	699.895243795	113.0	-113.0	0.0	0.0	0.0	464.0	551.0	0.0	1042.0
980.0	556.875616488	145.0	-145.0	0.0	0.0	0.0	529.0	472.0	0.0	971.0
981.0	394.753477922	172.0	-172.0	0.0	0.0	0.0	583.0	380.0	0.0	894.0
982.0	219.001618109	202.0	-202.0	0.0	0.0	45.0	756.0	289.0	0.0	776.0
983.0	35.5867292183	222.0	-222.0	0.0	0.0	45.0	886.0	210.0	4.0	691.0
984.0	-149.231612237	252.0	-252.0	0.0	0.0	102.0	1000.0	123.0	0.0	517.0
985.0	-329.113872621	253.0	-253.0	0.0	0.0	214.0	1000.0	79.0	0.0	395.0
986.0	-497.858191992	267.0	-267.0	6.0	7.0	438.0	940.0	39.0	0.0	182.0
987.0	-649.615254631	249.0	-249.0	0.0	69.0	821.0	697.0	31.0	0.0	-105.0
988.0	-779.092932267	202.0	-202.0	0.0	155.0	1000.0	400.0	0.0	0.0	-343.0
989.0	-881.743489299	161.0	-161.0	0.0	410.0	1000.0	232.0	0.0	0.0	-609.0
990.0	-953.926650567	103.0	-103.0	0.0	837.0	1000.0	113.0	0.0	0.0	-872.0
991.0	-993.042585119	36.0	-36.0	58.0	1000.0	1000.0	108.0	0.0	0.0	-966.0
992.0	-997.629831531	9.0	-9.0	58.0	1000.0	974.0	54.0	0.0	0.0	-1010.0
993.0	-967.424351618	-12.0	12.0	58.0	1000.0	928.0	54.0	0.0	0.0	-1021.0
994.0	-903.377211999	-35.0	35.0	58.0	1000.0	979.0	54.0	0.0	0.0	-1008.0
995.0	-807.629813594	-60.0	60.0	58.0	1000.0	1000.0	108.0	0.0	0.0	-966.0
996.0	-683.447069238	-84.0	84.0	65.0	1000.0	1000.0	113.0	0.0	0.0	-967.0
997.0	-535.110418013	-129.0	129.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
998.0	-367.774009056	-178.0	178.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
999.0	-187.288735361	-232.0	232.0	0.0	914.0	1000.0	178.0	0.0	4.0	-852.0
1000.0	-1.0779367755e-11	-255.0	255.0	0.0	565.0	1000.0	227.0	0.0	0.0	-689.0
1001.0	187.473892146	-262.0	262.0	0.0	317.0	1000.0	345.0	0.0	0.0	-484.0
1002.0	368.475043994	-255.0	255.0	0.0	162.0	1000.0	524.0	39.0	0.0	-286.0
1003.0	536.542786421	-246.0	246.0	0.0	77.0	658.0	821.0	35.0	0.0	-22.0
1004.0	685.64558599	-212.0	212.0	0.0	0.0	321.0	1000.0	79.0	0.0	327.0
1005.0	810.399683777	-144.0	144.0	6.0	7.0	163.0	1000.0	126.0	0.0	471.0
1006.0	906.266476659	-130.0	130.0	0.0	0.0	51.0	827.0	253.0	0.0	678.0
1007.0	969.721313482	-87.0	87.0	0.0	0.0	0.0	637.0	420.0	0.0	897.0
1008.0	998.38731392	-30.0	30.0	0.0	0.0	0.0	464.0	551.0	0.0	1042.0
1009.0	991.128998312	15.0	-15.0	0.0	0.0	0.0	356.0	650.0	0.0	1146.0
1010.0	948.101903684	59.0	-59.0	0.0	0.0	0.0	351.0	646.0	0.0	1147.0
1011.0	870.755907647	82.0	-82.0	0.0	0.0	0.0	405.0	638.0	0.0	1111.0
1012.0	761.791634239	104.0	-104.0	0.0	0.0	0.0	416.0	603.0	0.0	1091.0
1013.0	625.071015608	139.0	-139.0	0.0	0.0	0.0	464.0	515.0	0.0	1026.0
1014.0	465.484769358	168.0	-168.0	0.0	0.0	0.0	583.0	424.0	0.0	921.0
1015.0	288.781161384	189.0	-189.0	0.0	0.0	0.0	708.0	341.0	4.0	825.0
1016.0	101.361897825	216.0	-216.0	0.0	0.0	51.0	827.0	250.0	0.0	676.0
1017.0	-89.9477292308	229.0	-229.0	0.0	0.0	102.0	1000.0	162.0	0.0	547.0
1018.0	-278.146279765	247.0	-247.0	6.0	7.0	168.0	1000.0	87.0	4.0	435.0
1019.0	-456.312272755	267.0	-267.0	0.0	0.0	316.0	1000.0	75.0	0.0	326.0
1020.0	-617.85961309	282.0	-282.0	0.0	69.0	647.0	810.0	35.0	0.0	-15.0
1021.0	-756.782895026	222.0	-222.0	6.0	85.0	1000.0	529.0	0.0	4.0	-225.0
1022.0	-867.883393036	192.0	-192.0	0.0	317.0	1000.0	281.0	0.0	0.0	-523.0
1023.0	-946.967150381	126.0	-126.0	0.0	728.0	1000.0	167.0	0.0	0.0	-797.0
1024.0	-991.00750379	58.0	-58.0	0.0	1000.0	1000.0	113.0	0.0	0.0	-920.0
1025.0	-998.265610185	23.0	-23.0	58.0	1000.0	979.0	54.0	0.0	0.0	-1008.0
1026.0	-968.364027373	-11.0	11.0	58.0	1000.0	928.0	54.0	0.0	0.0	-1021.0
1027.0	-902.310093816	-35.0	35.0	58.0	1000.0	974.0	54.0	0.0	0.0	-1010.0
1028.0	-802.467692638	-62.0	62.0	58.0	1000.0	979.0	108.0	0.0	0.0	-970.0
1029.0	-672.477905354	-89.0	89.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1030.0	-517.130990138	-133.0	133.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1031.0	-342.193985212	-185.0	185.0	65.0	1000.0	1000.0	124.0	0.0	4.0	-960.0
1032.0	-154.199968362	-241.0	241.0	0.0	1000.0	1000.0	172.0	0.0	0.0	-882.0
1033.0	39.7934691365	-276.0	276.0	0.0	728.0	1000.0	227.0	0.0	0.0	-757.0
1034.0	232.467713192	-296.0	296.0	6.0	410.0	1000.0	291.0	0.0	0.0	-570.0
1035.0	416.518815449	-295.0	295.0	0.0	147.0	1000.0	524.0	31.0	0.0	-275.0
1036.0	584.935025585	-257.0	257.0	0.0	77.0	647.0	875.0	35.0	0.0	-1.0
1037.0	731.265612455	-219.0	219.0	6.0	7.0	331.0	1000.0	87.0	4.0	327.0
1038.0	849.870619169	-156.0	156.0	0.0	0.0	102.0	1000.0	162.0	0.0	547.0
1039.0	936.141796794	-116.0	116.0	0.0	0.0	45.0	762.0	289.0	0.0	774.0
1040.0	986.685944208	-63.0	63.0	0.0	0.0	0.0	518.0	464.0	0.0	972.0
1041.0	999.463216066	-8.0	8.0	0.0	0.0	0.0	356.0	646.0	0.0	1144.0
1042.0	973.874601287	51.0	-51.0	0.0	0.0	0.0	291.0	734.0	0.0	1216.0
1043.0	910.794662409	91.0	-91.0	0.0	0.0	0.0	291.0	730.0	0.0	1214.0
1044.0	812.547692677	120.0	-120.0	0.0	0.0	0.0	297.0	690.0	0.0	1199.0
1045.0	682.827615472	154.0	-154.0	0.0	0.0	0.0	410.0	603.0	0.0	1095.0
1046.0	526.564137132	170.0	-170.0	0.0	0.0	0.0	464.0	507.0	0.0	1022.0
1047.0	349.739784457	201.0	-201.0	0.0	0.0	0.0	643.0	380.0	4.0	871.0
1048.0	159.164428449	213.0	-213.0	0.0	0.0	45.0	762.0	246.0	0.0	744.0
1049.0	-37.7843633164	234.0	-234.0	0.0	0.0	102.0	1000.0	162.0	0.0	547.0
1050.0	-233.445363856	234.0	-234.0	6.0	7.0	163.0	1000.0	83.0	4.0	435.0
1051.0	-420.171254938	256.0	-256.0	0.0	0.0	372.0	1000.0	75.0	0.0	294.0
1052.0	-590.628201973	265.0	-265.0	0.0	69.0	647.0	805.0	31.0	0.0	-17.0
1053.0	-738.08568953	216.0	-216.0	6.0	85.0	1000.0	529.0	0.0	4.0	-225.0
1054.0	-856.68510939	189.0	-189.0	0.0	317.0	1000.0	351.0	0.0	0.0	-480.0
1055.0	-941.676288917	138.0	-138.0	0.0	643.0	1000.0	227.0	0.0	0.0	-723.0
1056.0	-989.612281206	79.0	-79.0	0.0	1000.0	1000.0	113.0	0.0	0.0	-920.0
1057.0	-998.494271948	23.0	-23.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1058.0	-967.860336801	1.0	-1.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1059.0	-898.813938025	-18.0	18.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1060.0	-793.990398648	-50.0	50.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1061.0	-657.462045704	-91.0	91.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1062.0	-494.585174569	-140.0	140.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1063.0	-311.794355417	-195.0	195.0	65.0	1000.0	1000.0	124.0	0.0	4.0	-960.0
1064.0	-116.351783688	-252.0	252.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1065.0	83.9387216823	-303.0	303.0	0.0	736.0	1000.0	227.0	0.0	0.0	-760.0
1066.0	281.041926943	-312.0	312.0	6.0	333.0	1000.0	351.0	3.0	4.0	-490.0
1067.0	467.013340528	-287.0	287.0	0.0	155.0	1000.0	583.0	35.0	0.0	-254.0
1068.0	634.320426827	-266.0	266.0	0.0	77.0	591.0	935.0	35.0	0.0	35.0
1069.0	776.149865894	-222.0	222.0	6.0	7.0	270.0	1000.0	83.0	0.0	361.0
1070.0	886.688255701	-157.0	157.0	0.0	0.0	102.0	1000.0	162.0	0.0	547.0
1071.0	961.364579566	-124.0	124.0	0.0	0.0	51.0	697.0	376.0	0.0	789.0
1072.0	997.044176409	-62.0	62.0	0.0	0.0	0.0	410.0	599.0	0.0	1093.0
1073.0	992.165805548	30.0	-30.0	0.0	0.0	0.0	297.0	734.0	0.0	1211.0
